EAN,Brand,Category,SubCategory,Range,PackSize,EAN_Lifecycle,Biz_Lifecycle
8904417323863,Mamaearth,Baby,Baby Wipes,Solution Oriented,1ML,Discontinued,Discontinued
8904417323870,Mamaearth,Face,Face Toner,Rice,1ML,NPD,EPD
8904417323887,Mamaearth,Color Care,Lip Balm,Solution Oriented,1ML,Discontinued,Discontinued
8904417323894,The Derma Co.,Combo,Combo,Kojic Acid,1ML,EPD,EPD
8904417323917,Mamaearth,Face,Face Cream,Vitamin C,1ML,Discontinued,Discontinued
8904417323924,Mamaearth,Face,Face Cream,Beetroot,1ML,Discontinued,Discontinued
8904417323931,Mamaearth,Face,Face Cream,Rice,1ML,Discontinued,Discontinued
8904417323948,Mamaearth,Face,Combo,Coco,1ML,Discontinued,Discontinued
8904417324075,Aqualogica,Water Bottle,Bottle,Hydrate,330ML,NPD,NPD
8904417324082,The Derma Co.,Face,Face Cleanser,Kojic Acid,50ML,EPD,NPD
8904417324099,Honasa Combo,Combo,Combo,Combo,1ML,NPD,EPD
8904417324105,Honasa Combo,Combo,Combo,Combo,1ML,NPD,EPD
8904417324112,The Derma Co.,Combo,Combo,Mix,1ML,Discontinued,Discontinued
8904417324129,Mamaearth,Face,Face Cleanser,Ubtan,1ML,NPD,EPD
8904417324136,Mamaearth,Face,Face Cleanser,Rice,1ML,NPD,EPD
8904417324143,Mamaearth,Face,Lip Balm,Vitamin C,1ML,NPD,EPD
8904417324150,Aqualogica,Water Bottle,Bottle,Hydrate,500ML,NPD,NPD
8904417324167,Mamaearth,Face,Lip Balm,Beetroot,1ML,NPD,EPD
8904417324174,Mamaearth,Face,Lip Balm,Cocoa,1ML,NPD,EPD
8904417324181,Mamaearth,Face,Lip Balm,Cherry,1ML,NPD,EPD
8904417324198,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,1ML,NPD,EPD
8904417324204,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,1ML,NPD,EPD
8904417324211,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,1ML,NPD,EPD
8904417324228,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,1ML,NPD,EPD
8904417324235,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,1ML,NPD,EPD
8904417324242,BBLUNT,Hair Colour,Creme Hair Colour,Salon Secret,1ML,NPD,EPD
8904417324259,The Derma Co.,Face,Face Serum,SkinRenew,30ML,EPD,NPD
8904417324266,The Derma Co.,Combo,Combo,Mix,1ML,NPD,NPD
8904417324273,The Derma Co.,Combo,Combo,Vitamin C,1ML,NPD,EPD
8904417324280,The Derma Co.,Combo,Combo,Vitamin C,1ML,NPD,EPD
8904417324297,Mamaearth,Combo,Combo,Combo,1ML,NPD,EPD
8904417324310,Mamaearth,Combo,Combo,Beetroot,1ML,NPD,EPD
8904417324334,Mamaearth,Color Care,Lipstick,Moisture Matte Mini,2.1G,NPD,NPD
8904417324365,Mamaearth,Combo,Combo,Combo,1ML,NPD,EPD
8904417324372,Mamaearth,Combo,Combo,Vitamin C,1ML,NPD,EPD
8904417324389,Mamaearth,Combo,Combo,Combo,1ML,NPD,EPD
8904417324396,Mamaearth,Combo,Combo,Combo,1ML,NPD,EPD
8904417324402,Mamaearth,Combo,Combo,Combo,1ML,NPD,EPD
8904417324426,The Derma Co.,Face,Sun Care,Hyaluronic Acid,80G,EPD,NPD
8904417324433,Aqualogica,Combo,Combo,Refresh+,500G,NPD,NPD
8904417324440,Aqualogica,Combo,Combo,Glow+,400G,NPD,NPD
8904417324457,Mamaearth,Color Care,Lipstick,Moisture Matte 0.7g,0.7G,NPD,NPD
8904417324464,Mamaearth,Color Care,Lipstick,Moisture Matte 0.7g,0.7G,NPD,NPD
8904417324488,Mamaearth,Color Care,Lipstick,Moisture Matte 0.7g,0.7G,NPD,NPD
8904417324495,Mamaearth,Hair,Combo,Rosemary,1ML,NPD,EPD
8904417324518,Mamaearth,Face,Face Masks,Beetroot,200G,NPD,EPD
8904417324525,Dr. Sheth's,Face,Sun Care,Centella & Niacinamide,50G,NPD,NPD
8904417324532,Staze,Eye,Mascara,9 To 9,7G,NPD,NPD
8904417324549,Aqualogica,Face,Sun Care,Radiance+,25G,EPD,NPD
8904417324556,Staze,Personal Care,Beauty Care Products and Accessories,9 To 9,1PCS,NPD,NPD
8904417324570,Lumineve,Face,Makeup Remover,Dummy,100ML,NPD,NPD
8904417324587,Mamaearth,Color Care,Lipstick,Luxe Matte,4G,NPD,NPD
8904417324594,Staze,Personal Care,Beauty Care Products and Accessories,9 To 9,1PCS,NPD,NPD
8904417324600,Dr. Sheth's,Face,Under Eye Care,Copper & Argireline® Peptide,15G,NPD,NPD
8904417324617,Mamaearth,Face,Sun Care,Vitamin C,125G,NPD,NPD
8904417324624,The Derma Co.,Body,Body Lotion,Hyaluronic acid,200ML,NPD,NPD
8904417324631,Aqualogica,Fragrance,Body Mist,Refresh+,5ML,NPD,NPD
8904417324648,Dr. Sheth's,Face,Sun Care,Mineral,50G,NPD,NPD
8904417324655,The Derma Co.,Face,Face Cleanser,Salicylic Acid,1ML,NPD,EPD
8904417324662,The Derma Co.,Face,Face Cleanser,Salicylic Acid,1ML,NPD,EPD
8904417324679,Mamaearth,Hair,Shampoo,Lemon,600ML,NPD,NPD
8904417324686,Mamaearth,Face,Moisturisers,Rice,150G,NPD,NPD
8904417324693,The Derma Co.,Face,Face Cleanser,Kojic Acid,1ML,NPD,EPD
8904417324709,Mamaearth,Face,Face Cleanser,Beetroot,250ML,NPD,NPD
8904417324716,The Derma Co.,Combo,Combo,Salicylic Acid,1ML,NPD,NPD
8904417324723,The Derma Co.,Combo,Combo,Vitamin C,1ML,NPD,NPD
8904417324730,The Derma Co.,Combo,Combo,Salicylic Acid,1ML,NPD,NPD
8904417324747,The Derma Co.,Combo,Combo,Salicylic Acid,1ML,NPD,NPD
8904417324754,The Derma Co.,Combo,Combo,Kojic Acid,1ML,NPD,NPD
8904417324761,The Derma Co.,Combo,Combo,Kojic Acid,1ML,NPD,NPD
8904417324778,The Derma Co.,Combo,Combo,Niacinamide,1ML,NPD,NPD
8904417324785,The Derma Co.,Combo,Combo,Salicylic Acid,1ML,NPD,NPD
8904417324808,The Derma Co.,Face,Combo,Kojic Acid,1ML,NPD,EPD
8904417324815,The Derma Co.,Face,Combo,Mix,1ML,NPD,EPD
8904417324822,The Derma Co.,Combo,Combo,Salicylic Acid,1ML,NPD,NPD
8904417324839,The Derma Co.,Combo,Combo,Salicylic Acid,1ML,NPD,NPD
8904417324846,The Derma Co.,Combo,Combo,Salicylic Acid,1ML,NPD,NPD
8904417324853,The Derma Co.,Face,Face Cleanser,Salicylic Acid,1ML,NPD,EPD
8904417324860,The Derma Co.,Face,Face Cleanser,Hyaluronic Acid,1ML,NPD,EPD
8904417324877,The Derma Co.,Face,Combo,Salicylic Acid,1ML,NPD,EPD
8904417324884,The Derma Co.,Face,Face Cleanser,Sali-Cinamide,1ML,NPD,EPD
8904417324891,The Derma Co.,Face,Face Cleanser,Sali-Cinamide,1ML,NPD,EPD
8904417324907,The Derma Co.,Face,Lip Balm,Kojic Acid,1ML,NPD,NPD
8904417324914,BBLUNT,Hair Styling Appliances,Hair Straightening Brush,Pro Range,1PCS,NPD,NPD
8904417324921,BBLUNT,Hair Styling Appliances,Hair Straightening Brush,Pro Range,1ML,NPD,NPD
8904417324938,FIKN,Fragrances,Perfume,Elixir,50ML,NPD,NPD
8904417324945,FIKN,Fragrances,Perfume,Elixir,50ML,NPD,NPD
8904417324952,FIKN,Fragrances,Perfume,Elixir,50ML,NPD,NPD
8904417324969,FIKN,Fragrances,Perfume,Elixir,50ML,NPD,NPD
8904417324976,BBLUNT,Hair Care,Hair Mask,Intense Moisture,120G,NPD,NPD
8904417324983,BBLUNT,Hair Care,Hair Mask,7 In 1 Repair & Revive,120G,NPD,NPD
8904417324990,Mamaearth,Face,Combo,Rice,1ML,NPD,EPD
8904417325003,Mamaearth,Face,Combo,Rice,1ML,NPD,EPD
8904417325010,Mamaearth,Face,Combo,Rice,1ML,NPD,EPD
8904417325027,Mamaearth,Face,Combo,Ubtan,1ML,NPD,EPD
8904417325034,Mamaearth,Hair,Scalp Serum,Rosemary,1ML,NPD,NPD
8904417325058,Mamaearth,Hair,Combo,Mix,1ML,NPD,NPD
8904417325065,Mamaearth,Face,Combo,Vitamin C,1ML,NPD,NPD
8904417325072,Mamaearth,Face,Combo,Combo,1ML,NPD,NPD
8904417325089,Mamaearth,Face,Combo,Combo,1ML,NPD,NPD
8904417325096,Mamaearth,Face,Combo,Vitamin C,1ML,NPD,NPD
8904417325102,Aqualogica,Fragrance,Body Mist,Refresh+,150ML,NPD,Yet to Launch
8904417325119,Mamaearth,Face,Combo,Chia,1ML,NPD,NPD
8904417325126,Mamaearth,Face,Combo,Ubtan,1ML,NPD,NPD
8904417325133,Mamaearth,Face,Combo,Rice,1ML,NPD,NPD
