ForecastKey,DateKey,Chain_ID,Zone,SKU_Code,Forecast_Qty,Forecast_Revenue,Target_Revenue,Forecast_CM2_Value,Confidence_Level,Forecast_Type
1284,202607,CH06,North,SKU-302,256,24272.01,24682.1,8085.97,0.82,Rolling
1285,202607,CH06,North,SKU-303,282,60840.38,60395.29,20004.46,0.84,Rolling
1286,202607,CH06,North,SKU-401,266,92227.27,89026.95,30811.55,0.86,Rolling
1287,202607,CH06,North,SKU-402,286,36454.58,36143.58,12525.39,0.77,Rolling
1288,202607,CH06,South,SKU-101,280,51151.53,52666.38,16497.72,0.81,Rolling
1289,202607,CH06,South,SKU-102,255,73480.4,73477.18,25072.03,0.87,Rolling
1290,202607,CH06,South,SKU-103,281,43766.64,44103.4,14558.83,0.83,Rolling
1291,202607,CH06,South,SKU-201,306,34245.24,32716.04,11275.3,0.74,Rolling
1292,202607,CH06,South,SKU-202,276,66256.17,68433.03,22498.08,0.79,Rolling
1293,202607,CH06,South,SKU-203,301,40930.74,41757.03,13793.98,0.83,Rolling
1294,202607,CH06,South,SKU-301,262,36673.83,36150.68,12501.19,0.94,Rolling
1295,202607,CH06,South,SKU-302,275,25086.21,24009.16,8241.84,0.85,Rolling
1296,202607,CH06,South,SKU-303,261,55448.18,54396.5,17848.39,0.67,Rolling
1297,202607,CH06,South,SKU-401,257,95116.68,93420.6,32733.54,0.7,Rolling
1298,202607,CH06,South,SKU-402,270,37766.46,38148.39,13133.08,0.72,Rolling
1299,202607,CH06,East,SKU-101,270,47737.13,45617.07,15610.0,0.84,Rolling
1300,202607,CH06,East,SKU-102,258,73730.03,74567.59,24143.4,0.74,Rolling
1301,202607,CH06,East,SKU-103,275,43169.54,44390.82,14289.3,0.73,Rolling
1302,202607,CH06,East,SKU-201,268,27643.62,28602.1,9665.96,0.67,Rolling
1303,202607,CH06,East,SKU-202,231,50622.15,48754.41,17521.34,0.66,Rolling
1304,202607,CH06,East,SKU-203,261,38368.11,39018.38,13327.58,0.94,Rolling
1305,202607,CH06,East,SKU-301,270,38683.24,37611.4,13200.96,0.66,Rolling
1306,202607,CH06,East,SKU-302,233,21050.14,21398.02,6970.89,0.89,Rolling
1307,202607,CH06,East,SKU-303,272,57430.41,60032.4,18481.17,0.77,Rolling
1308,202607,CH06,East,SKU-401,269,101216.3,99031.55,34766.81,0.85,Rolling
1309,202607,CH06,East,SKU-402,275,35441.43,33837.17,11597.19,0.75,Rolling
1310,202607,CH06,West,SKU-101,288,57935.92,57585.07,19903.66,0.94,Rolling
1311,202607,CH06,West,SKU-102,257,75706.67,78108.8,25706.02,0.78,Rolling
1312,202607,CH06,West,SKU-103,256,39171.14,41091.81,13402.06,0.75,Rolling
1313,202607,CH06,West,SKU-201,288,28725.67,27330.48,9294.04,0.91,Rolling
1314,202607,CH06,West,SKU-202,288,61913.72,63726.96,21554.16,0.88,Rolling
1315,202607,CH06,West,SKU-203,275,37580.56,36579.08,12936.74,0.77,Rolling
1316,202607,CH06,West,SKU-301,288,46436.62,45662.6,15472.87,0.83,Rolling
1317,202607,CH06,West,SKU-302,273,25552.8,26487.43,8577.25,0.93,Rolling
1318,202607,CH06,West,SKU-303,238,48463.83,47756.58,16183.37,0.75,Rolling
1319,202607,CH06,West,SKU-401,265,94914.9,99635.44,32613.36,0.73,Rolling
1320,202607,CH06,West,SKU-402,258,37346.3,35580.9,12208.71,0.92,Rolling
1321,202607,CH07,North,SKU-101,277,50383.31,52210.3,17473.57,0.73,Rolling
1322,202607,CH07,North,SKU-102,266,80500.75,83027.8,27012.18,0.92,Rolling
1323,202607,CH07,North,SKU-103,261,41224.66,41386.89,14248.79,0.67,Rolling
1324,202607,CH07,North,SKU-201,289,30928.69,29506.37,10462.79,0.87,Rolling
1325,202607,CH07,North,SKU-202,264,59553.25,61537.51,19635.09,0.73,Rolling
1326,202607,CH07,North,SKU-203,263,37657.1,38407.51,12195.52,0.95,Rolling
1327,202607,CH07,North,SKU-301,275,40876.89,42506.54,13379.78,0.74,Rolling
1328,202607,CH07,North,SKU-302,248,22214.99,22457.28,7254.4,0.85,Rolling
1329,202607,CH07,North,SKU-303,283,59798.05,58893.84,20495.43,0.66,Rolling
1330,202607,CH07,North,SKU-401,272,104383.3,102105.16,34784.9,0.67,Rolling
1331,202607,CH07,North,SKU-402,292,38856.46,37351.82,13537.71,0.81,Rolling
1332,202607,CH07,South,SKU-101,259,47589.98,48074.49,16556.5,0.91,Rolling
1333,202607,CH07,South,SKU-102,268,76071.18,74186.95,26587.06,0.74,Rolling
1334,202607,CH07,South,SKU-103,249,40940.75,40989.03,13104.14,0.76,Rolling
1335,202607,CH07,South,SKU-201,246,26975.26,26809.93,8981.62,0.82,Rolling
1336,202607,CH07,South,SKU-202,274,59170.55,61073.9,19939.18,0.74,Rolling
1337,202607,CH07,South,SKU-203,260,36173.46,35199.71,12574.26,0.82,Rolling
1338,202607,CH07,South,SKU-301,298,43959.3,41861.59,14426.02,0.91,Rolling
1339,202607,CH07,South,SKU-302,247,23116.99,23401.49,7908.38,0.75,Rolling
1340,202607,CH07,South,SKU-303,305,60105.57,59663.59,20890.32,0.82,Rolling
1341,202607,CH07,South,SKU-401,280,93453.84,95543.09,31609.33,0.8,Rolling
1342,202607,CH07,South,SKU-402,276,39604.74,41379.68,13732.27,0.75,Rolling
1343,202607,CH07,East,SKU-101,265,51787.42,52035.55,18011.63,0.81,Rolling
1344,202607,CH07,East,SKU-102,271,71746.85,68212.74,24924.66,0.77,Rolling
1345,202607,CH07,East,SKU-103,268,41570.42,42025.63,13672.35,0.9,Rolling
1346,202607,CH07,East,SKU-201,252,24692.54,24119.02,8110.74,0.85,Rolling
1347,202607,CH07,East,SKU-202,255,52741.03,50880.34,17682.2,0.93,Rolling
1348,202607,CH07,East,SKU-203,277,38555.1,39028.63,12507.8,0.81,Rolling
1349,202607,CH07,East,SKU-301,264,40305.57,38807.8,13332.46,0.67,Rolling
1350,202607,CH07,East,SKU-302,258,22630.4,21805.83,7502.59,0.68,Rolling
1351,202607,CH07,East,SKU-303,254,50211.62,51751.29,16950.39,0.83,Rolling
1352,202607,CH07,East,SKU-401,254,95195.64,91272.21,32912.74,0.8,Rolling
1353,202607,CH07,East,SKU-402,288,37984.46,38940.17,13049.56,0.72,Rolling
1354,202607,CH07,West,SKU-101,325,57351.48,57899.22,19595.98,0.94,Rolling
1355,202607,CH07,West,SKU-102,265,77792.45,76156.44,25903.98,0.8,Rolling
1356,202607,CH07,West,SKU-103,238,35676.23,36434.5,12107.44,0.71,Rolling
1357,202607,CH07,West,SKU-201,255,24923.58,25315.41,8719.09,0.85,Rolling
1358,202607,CH07,West,SKU-202,275,59435.3,61878.53,20747.08,0.8,Rolling
1359,202607,CH07,West,SKU-203,260,32923.19,33797.59,11344.29,0.69,Rolling
1360,202607,CH07,West,SKU-301,302,43718.46,44076.99,14540.67,0.71,Rolling
1361,202607,CH07,West,SKU-302,266,21524.74,21166.18,6899.41,0.87,Rolling
1362,202607,CH07,West,SKU-303,277,60227.46,57352.33,20338.74,0.88,Rolling
1363,202607,CH07,West,SKU-401,285,107964.67,112482.47,36367.0,0.79,Rolling
1364,202607,CH07,West,SKU-402,266,35524.04,36176.2,11475.77,0.69,Rolling
1365,202607,CH08,North,SKU-101,249,48178.47,49594.76,16299.37,0.82,Rolling
1366,202607,CH08,North,SKU-102,279,78272.2,76818.45,26719.25,0.7,Rolling
1367,202607,CH08,North,SKU-103,304,48659.23,49500.02,16297.1,0.87,Rolling
1368,202607,CH08,North,SKU-201,287,28930.9,28131.62,9650.34,0.92,Rolling
1369,202607,CH08,North,SKU-202,262,62653.48,62749.81,21055.55,0.91,Rolling
1370,202607,CH08,North,SKU-203,269,33741.73,32657.38,11206.68,0.8,Rolling
1371,202607,CH08,North,SKU-301,290,47915.19,48822.42,15897.7,0.86,Rolling
1372,202607,CH08,North,SKU-302,288,24698.65,24700.3,8574.24,0.84,Rolling
1373,202607,CH08,North,SKU-303,265,50950.36,53387.52,16972.63,0.79,Rolling
1374,202607,CH08,North,SKU-401,270,96892.0,98768.58,32137.37,0.66,Rolling
1375,202607,CH08,North,SKU-402,287,41553.3,41971.1,13464.56,0.77,Rolling
1376,202607,CH08,South,SKU-101,291,54134.91,53328.05,17406.98,0.69,Rolling
1377,202607,CH08,South,SKU-102,254,67163.62,65811.62,21512.86,0.86,Rolling
1378,202607,CH08,South,SKU-103,276,40963.89,39768.85,13993.66,0.89,Rolling
1379,202607,CH08,South,SKU-201,249,24675.89,23856.91,8439.89,0.81,Rolling
1380,202607,CH08,South,SKU-202,255,62117.86,64283.78,21517.53,0.79,Rolling
1381,202607,CH08,South,SKU-203,276,34563.94,34221.99,11676.37,0.74,Rolling
1382,202607,CH08,South,SKU-301,289,42833.61,41226.94,14226.97,0.66,Rolling
1383,202607,CH08,South,SKU-302,259,22698.69,22797.87,7450.84,0.81,Rolling
1384,202607,CH08,South,SKU-303,270,57343.28,57605.0,18921.45,0.93,Rolling
1385,202607,CH08,South,SKU-401,279,94172.77,95710.78,32906.27,0.84,Rolling
1386,202607,CH08,South,SKU-402,293,39152.81,40743.49,13417.9,0.94,Rolling
1387,202607,CH08,East,SKU-101,284,54845.64,57042.29,18458.27,0.73,Rolling
1388,202607,CH08,East,SKU-102,267,71081.51,72814.21,22979.27,0.77,Rolling
1389,202607,CH08,East,SKU-103,286,46259.77,45528.32,16132.13,0.71,Rolling
1390,202607,CH08,East,SKU-201,283,32107.05,32114.37,11190.33,0.8,Rolling
1391,202607,CH08,East,SKU-202,269,58390.42,58587.21,19477.68,0.66,Rolling
1392,202607,CH08,East,SKU-203,258,37505.36,37876.17,12860.98,0.94,Rolling
1393,202607,CH08,East,SKU-301,261,38952.77,38839.03,13511.19,0.82,Rolling
1394,202607,CH08,East,SKU-302,260,22905.02,22131.13,7725.97,0.92,Rolling
1395,202607,CH08,East,SKU-303,289,56467.89,54135.65,18865.33,0.88,Rolling
1396,202607,CH08,East,SKU-401,263,100063.89,103281.5,33936.49,0.69,Rolling
1397,202607,CH08,East,SKU-402,250,34741.39,33405.8,11995.47,0.95,Rolling
1398,202607,CH08,West,SKU-101,264,52699.68,55003.47,18277.45,0.67,Rolling
1399,202607,CH08,West,SKU-102,252,75146.46,72390.23,25178.72,0.88,Rolling
1400,202607,CH08,West,SKU-103,255,35511.22,36513.33,12019.65,0.74,Rolling
1401,202607,CH08,West,SKU-201,281,31601.55,31183.7,10762.87,0.83,Rolling
1402,202607,CH08,West,SKU-202,271,55049.05,53849.6,18504.65,0.7,Rolling
1403,202607,CH08,West,SKU-203,296,40089.06,41350.67,13370.77,0.82,Rolling
1404,202607,CH08,West,SKU-301,249,37699.16,36951.81,12592.84,0.71,Rolling
1405,202607,CH08,West,SKU-302,299,28114.78,28146.72,9518.78,0.74,Rolling
1406,202607,CH08,West,SKU-303,318,64659.87,67850.3,22400.3,0.81,Rolling
1407,202607,CH08,West,SKU-401,255,86974.52,85617.84,29816.06,0.83,Rolling
1408,202607,CH08,West,SKU-402,286,39133.99,38055.08,12827.74,0.83,Rolling
1409,202608,CH01,North,SKU-101,298,57381.45,57187.04,19880.72,0.86,Rolling
1410,202608,CH01,North,SKU-102,259,73598.52,76979.16,23938.6,0.68,Rolling
1411,202608,CH01,North,SKU-103,292,47477.61,47529.73,16132.53,0.82,Rolling
1412,202608,CH01,North,SKU-201,239,22589.2,22193.86,7860.34,0.74,Rolling
1413,202608,CH01,North,SKU-202,303,65512.12,66353.34,22460.75,0.8,Rolling
1414,202608,CH01,North,SKU-203,293,43002.43,41696.48,14901.51,0.77,Rolling
1415,202608,CH01,North,SKU-301,288,41116.13,42834.98,13460.0,0.72,Rolling
1416,202608,CH01,North,SKU-302,287,23939.7,23948.51,8257.15,0.69,Rolling
1417,202608,CH01,North,SKU-303,272,58078.07,60607.75,19952.09,0.85,Rolling
1418,202608,CH01,North,SKU-401,267,97679.99,102493.05,33416.6,0.66,Rolling
1419,202608,CH01,North,SKU-402,270,38025.91,38861.43,12804.97,0.72,Rolling
1420,202608,CH01,South,SKU-101,304,55487.98,54502.08,19290.83,0.92,Rolling
1421,202608,CH01,South,SKU-102,265,69859.0,68349.47,23673.37,0.83,Rolling
1422,202608,CH01,South,SKU-103,276,38168.71,36661.37,12625.62,0.7,Rolling
1423,202608,CH01,South,SKU-201,241,26545.92,27216.54,9145.37,0.85,Rolling
1424,202608,CH01,South,SKU-202,282,69007.19,66820.8,22526.35,0.74,Rolling
1425,202608,CH01,South,SKU-203,285,38905.8,40736.79,13261.77,0.93,Rolling
1426,202608,CH01,South,SKU-301,261,42310.62,40829.13,14740.08,0.8,Rolling
1427,202608,CH01,South,SKU-302,300,27469.0,27421.96,9306.61,0.8,Rolling
1428,202608,CH01,South,SKU-303,257,49414.96,48780.5,15964.18,0.92,Rolling
1429,202608,CH01,South,SKU-401,259,98351.97,101356.89,31888.89,0.88,Rolling
1430,202608,CH01,South,SKU-402,297,42855.02,43058.23,14573.96,0.8,Rolling
1431,202608,CH01,East,SKU-101,280,56408.08,53775.76,18821.06,0.7,Rolling
1432,202608,CH01,East,SKU-102,287,81944.54,81360.69,28121.32,0.79,Rolling
1433,202608,CH01,East,SKU-103,285,40814.97,41025.31,14220.45,0.67,Rolling
1434,202608,CH01,East,SKU-201,229,24446.32,24199.39,8428.27,0.67,Rolling
1435,202608,CH01,East,SKU-202,254,58247.96,59326.55,18856.38,0.93,Rolling
1436,202608,CH01,East,SKU-203,262,35793.73,34801.38,12362.68,0.9,Rolling
1437,202608,CH01,East,SKU-301,265,38450.98,39180.98,12660.78,0.9,Rolling
1438,202608,CH01,East,SKU-302,255,21466.0,20802.81,7196.45,0.71,Rolling
1439,202608,CH01,East,SKU-303,283,58796.45,59257.83,20554.5,0.95,Rolling
1440,202608,CH01,East,SKU-401,291,100251.28,102790.41,34957.65,0.66,Rolling
1441,202608,CH01,East,SKU-402,272,37393.43,37267.96,12611.8,0.82,Rolling
1442,202608,CH01,West,SKU-101,312,63792.88,62643.46,21252.15,0.79,Rolling
1443,202608,CH01,West,SKU-102,259,75969.8,76578.99,25760.83,0.76,Rolling
1444,202608,CH01,West,SKU-103,261,36941.04,36028.71,11867.82,0.67,Rolling
1445,202608,CH01,West,SKU-201,257,25452.13,25846.57,8191.34,0.78,Rolling
1446,202608,CH01,West,SKU-202,297,64101.03,66824.07,21146.25,0.67,Rolling
1447,202608,CH01,West,SKU-203,268,37618.17,36468.87,12263.58,0.79,Rolling
1448,202608,CH01,West,SKU-301,297,47535.27,45431.96,15893.26,0.84,Rolling
1449,202608,CH01,West,SKU-302,279,24177.29,24379.99,7784.64,0.69,Rolling
1450,202608,CH01,West,SKU-303,278,52074.56,52258.07,18089.7,0.65,Rolling
1451,202608,CH01,West,SKU-401,277,88480.91,85389.87,29436.47,0.89,Rolling
1452,202608,CH01,West,SKU-402,259,34637.23,33717.03,11618.28,0.89,Rolling
1453,202608,CH02,North,SKU-101,288,53622.17,55195.74,17500.42,0.87,Rolling
1454,202608,CH02,North,SKU-102,306,87142.57,88430.29,29720.26,0.7,Rolling
1455,202608,CH02,North,SKU-103,252,40338.4,38643.0,13078.98,0.82,Rolling
1456,202608,CH02,North,SKU-201,275,28028.97,28796.68,9788.58,0.73,Rolling
1457,202608,CH02,North,SKU-202,279,59259.17,59467.35,19962.97,0.86,Rolling
1458,202608,CH02,North,SKU-203,238,33842.64,32611.97,11461.61,0.75,Rolling
1459,202608,CH02,North,SKU-301,268,43532.32,43907.35,15163.91,0.82,Rolling
1460,202608,CH02,North,SKU-302,248,23825.29,24362.71,7659.32,0.86,Rolling
1461,202608,CH02,North,SKU-303,266,49749.26,51440.25,16015.04,0.74,Rolling
1462,202608,CH02,North,SKU-401,260,91660.45,87184.7,30158.97,0.93,Rolling
1463,202608,CH02,North,SKU-402,261,35317.4,35535.28,12158.41,0.71,Rolling
1464,202608,CH02,South,SKU-101,292,58404.5,55991.25,18727.36,0.83,Rolling
1465,202608,CH02,South,SKU-102,291,79301.77,76054.52,27040.94,0.87,Rolling
1466,202608,CH02,South,SKU-103,252,37645.29,37956.69,12843.82,0.89,Rolling
1467,202608,CH02,South,SKU-201,275,29579.09,31011.24,10268.9,0.91,Rolling
1468,202608,CH02,South,SKU-202,260,62074.05,63180.99,20330.3,0.94,Rolling
1469,202608,CH02,South,SKU-203,268,33781.22,34279.56,11253.58,0.68,Rolling
1470,202608,CH02,South,SKU-301,282,44675.67,43345.5,15220.7,0.65,Rolling
1471,202608,CH02,South,SKU-302,260,24318.21,24051.67,7790.05,0.76,Rolling
1472,202608,CH02,South,SKU-303,270,58465.47,56599.69,19033.69,0.7,Rolling
1473,202608,CH02,South,SKU-401,285,93307.2,93661.39,30551.28,0.68,Rolling
1474,202608,CH02,South,SKU-402,263,35842.47,37560.16,11603.25,0.76,Rolling
1475,202608,CH02,East,SKU-101,301,56646.32,57773.32,18276.13,0.86,Rolling
1476,202608,CH02,East,SKU-102,270,79710.63,80431.51,27066.38,0.66,Rolling
1477,202608,CH02,East,SKU-103,272,39076.77,37937.03,12828.38,0.86,Rolling
1478,202608,CH02,East,SKU-201,275,27504.22,28637.58,9415.0,0.77,Rolling
1479,202608,CH02,East,SKU-202,244,59336.96,58211.71,19575.09,0.71,Rolling
1480,202608,CH02,East,SKU-203,286,37658.07,37335.52,12540.58,0.77,Rolling
1481,202608,CH02,East,SKU-301,270,43496.9,44794.47,14050.97,0.89,Rolling
1482,202608,CH02,East,SKU-302,247,23561.26,24313.81,7930.07,0.91,Rolling
1483,202608,CH02,East,SKU-303,275,52237.68,50498.82,17906.42,0.75,Rolling
1484,202608,CH02,East,SKU-401,249,85324.84,89294.39,29090.55,0.81,Rolling
1485,202608,CH02,East,SKU-402,270,36061.14,35089.0,11791.28,0.85,Rolling
1486,202608,CH02,West,SKU-101,270,53648.66,51085.98,17254.55,0.81,Rolling
1487,202608,CH02,West,SKU-102,254,73867.78,74501.27,24307.94,0.84,Rolling
1488,202608,CH02,West,SKU-103,288,41259.67,42008.31,14363.71,0.71,Rolling
1489,202608,CH02,West,SKU-201,258,28022.95,27761.1,9020.05,0.91,Rolling
1490,202608,CH02,West,SKU-202,273,59363.11,58117.97,19807.36,0.75,Rolling
1491,202608,CH02,West,SKU-203,272,38202.06,37416.85,12830.63,0.9,Rolling
1492,202608,CH02,West,SKU-301,239,36710.6,37221.3,11980.23,0.87,Rolling
1493,202608,CH02,West,SKU-302,277,22862.96,23437.67,7373.52,0.82,Rolling
1494,202608,CH02,West,SKU-303,272,57914.63,55044.21,19436.46,0.72,Rolling
1495,202608,CH02,West,SKU-401,282,105434.9,108999.57,36373.56,0.7,Rolling
1496,202608,CH02,West,SKU-402,276,39984.96,40876.53,13432.33,0.87,Rolling
1497,202608,CH03,North,SKU-101,244,45014.57,47142.05,15562.15,0.87,Rolling
1498,202608,CH03,North,SKU-102,301,93203.9,91575.05,31874.23,0.87,Rolling
1499,202608,CH03,North,SKU-103,248,39749.65,38562.18,13298.31,0.83,Rolling
1500,202608,CH03,North,SKU-201,251,25121.85,24395.89,8459.75,0.77,Rolling
1501,202608,CH03,North,SKU-202,298,66543.62,65607.11,21943.79,0.73,Rolling
1502,202608,CH03,North,SKU-203,272,35679.41,34573.68,11926.36,0.67,Rolling
1503,202608,CH03,North,SKU-301,280,42531.07,41682.34,14764.24,0.68,Rolling
1504,202608,CH03,North,SKU-302,291,27435.56,28063.18,8865.12,0.9,Rolling
1505,202608,CH03,North,SKU-303,279,51967.61,52672.44,17662.65,0.87,Rolling
1506,202608,CH03,North,SKU-401,281,103849.67,104629.43,34044.39,0.92,Rolling
1507,202608,CH03,North,SKU-402,281,34811.2,33300.33,11816.98,0.94,Rolling
1508,202608,CH03,South,SKU-101,272,50445.04,49217.67,16174.17,0.73,Rolling
1509,202608,CH03,South,SKU-102,268,71212.1,72762.59,24699.11,0.93,Rolling
1510,202608,CH03,South,SKU-103,276,43846.63,42137.02,14911.91,0.88,Rolling
1511,202608,CH03,South,SKU-201,282,28017.83,29207.94,9116.62,0.92,Rolling
1512,202608,CH03,South,SKU-202,261,62045.1,58958.33,21403.24,0.73,Rolling
1513,202608,CH03,South,SKU-203,293,41089.64,40536.24,13221.91,0.9,Rolling
1514,202608,CH03,South,SKU-301,252,39024.75,38955.49,12720.5,0.69,Rolling
1515,202608,CH03,South,SKU-302,248,19907.14,20856.74,6488.85,0.68,Rolling
1516,202608,CH03,South,SKU-303,274,55852.71,57811.05,17953.12,0.89,Rolling
1517,202608,CH03,South,SKU-401,265,87614.93,91283.93,28327.5,0.91,Rolling
1518,202608,CH03,South,SKU-402,272,36745.61,37912.09,12559.14,0.8,Rolling
1519,202608,CH03,East,SKU-101,290,59959.78,62037.04,20461.17,0.9,Rolling
1520,202608,CH03,East,SKU-102,272,79226.06,78080.68,26704.4,0.73,Rolling
1521,202608,CH03,East,SKU-103,267,37714.36,37042.53,13032.56,0.76,Rolling
1522,202608,CH03,East,SKU-201,282,28912.38,27798.84,9372.2,0.84,Rolling
1523,202608,CH03,East,SKU-202,275,61304.59,63531.82,19937.85,0.66,Rolling
1524,202608,CH03,East,SKU-203,277,41062.06,41512.18,13719.32,0.78,Rolling
1525,202608,CH03,East,SKU-301,273,44841.76,45405.16,14596.86,0.82,Rolling
1526,202608,CH03,East,SKU-302,249,22448.23,22781.55,7576.52,0.71,Rolling
1527,202608,CH03,East,SKU-303,275,56126.52,56429.7,19063.8,0.92,Rolling
1528,202608,CH03,East,SKU-401,281,90548.68,93605.6,30305.71,0.89,Rolling
1529,202608,CH03,East,SKU-402,261,36828.34,38357.92,11882.03,0.91,Rolling
1530,202608,CH03,West,SKU-101,285,53234.52,50820.13,17060.19,0.79,Rolling
1531,202608,CH03,West,SKU-102,244,74841.0,75372.59,25371.77,0.71,Rolling
1532,202608,CH03,West,SKU-103,271,43855.28,44869.76,14999.48,0.68,Rolling
1533,202608,CH03,West,SKU-201,259,24454.59,23619.0,8471.43,0.72,Rolling
1534,202608,CH03,West,SKU-202,257,54535.91,57175.3,18837.68,0.66,Rolling
1535,202608,CH03,West,SKU-203,306,38357.32,39011.84,13018.77,0.72,Rolling
1536,202608,CH03,West,SKU-301,283,42930.87,40826.93,14985.54,0.88,Rolling
1537,202608,CH03,West,SKU-302,251,20682.22,21233.64,6654.85,0.9,Rolling
1538,202608,CH03,West,SKU-303,304,57527.81,56722.94,19232.53,0.83,Rolling
1539,202608,CH03,West,SKU-401,278,95127.91,98846.62,30673.21,0.79,Rolling
1540,202608,CH03,West,SKU-402,284,40111.04,41393.43,13630.73,0.65,Rolling
1541,202608,CH04,North,SKU-101,253,46150.45,48285.61,15670.28,0.74,Rolling
1542,202608,CH04,North,SKU-102,300,82910.64,81906.44,27027.45,0.94,Rolling
1543,202608,CH04,North,SKU-103,271,40006.44,41450.04,12866.74,0.94,Rolling
1544,202608,CH04,North,SKU-201,297,32479.05,33298.36,11271.45,0.74,Rolling
1545,202608,CH04,North,SKU-202,268,63167.69,62494.74,21816.34,0.66,Rolling
1546,202608,CH04,North,SKU-203,284,37075.09,37049.93,12364.25,0.81,Rolling
1547,202608,CH04,North,SKU-301,272,38826.36,39868.78,12890.32,0.8,Rolling
1548,202608,CH04,North,SKU-302,277,25324.62,24173.51,8740.97,0.95,Rolling
1549,202608,CH04,North,SKU-303,269,54277.43,54058.23,17908.41,0.85,Rolling
1550,202608,CH04,North,SKU-401,256,82124.2,80419.14,27254.81,0.82,Rolling
1551,202608,CH04,North,SKU-402,260,32729.72,31946.26,10520.97,0.82,Rolling
1552,202608,CH04,South,SKU-101,283,52990.28,50428.81,18291.48,0.88,Rolling
1553,202608,CH04,South,SKU-102,238,74395.34,73592.08,24980.93,0.76,Rolling
1554,202608,CH04,South,SKU-103,274,45533.0,46783.86,15122.84,0.8,Rolling
1555,202608,CH04,South,SKU-201,280,26456.15,26510.34,9246.9,0.81,Rolling
1556,202608,CH04,South,SKU-202,253,55128.08,57433.69,19289.13,0.93,Rolling
1557,202608,CH04,South,SKU-203,281,38865.81,39017.36,13261.46,0.78,Rolling
1558,202608,CH04,South,SKU-301,278,40399.6,41757.04,14023.21,0.81,Rolling
1559,202608,CH04,South,SKU-302,280,25094.51,24918.28,8380.57,0.92,Rolling
1560,202608,CH04,South,SKU-303,251,45519.43,44672.77,14767.52,0.72,Rolling
1561,202608,CH04,South,SKU-401,262,94089.88,94737.22,30382.66,0.83,Rolling
1562,202608,CH04,South,SKU-402,263,34399.76,33786.54,11547.91,0.85,Rolling
1563,202608,CH04,East,SKU-101,282,52334.61,51331.79,17316.59,0.95,Rolling
1564,202608,CH04,East,SKU-102,279,78690.89,78601.03,26165.2,0.9,Rolling
1565,202608,CH04,East,SKU-103,268,42835.38,44353.56,14247.6,0.85,Rolling
1566,202608,CH04,East,SKU-201,236,22450.0,21393.04,7596.81,0.74,Rolling
1567,202608,CH04,East,SKU-202,282,58896.95,60219.32,19756.13,0.68,Rolling
1568,202608,CH04,East,SKU-203,277,37782.49,39393.8,12681.03,0.95,Rolling
1569,202608,CH04,East,SKU-301,270,40812.78,39516.27,13791.21,0.86,Rolling
1570,202608,CH04,East,SKU-302,268,23445.33,22464.04,7982.29,0.89,Rolling
1571,202608,CH04,East,SKU-303,314,63181.75,63608.46,21966.67,0.84,Rolling
1572,202608,CH04,East,SKU-401,250,90553.58,92367.23,31321.78,0.7,Rolling
1573,202608,CH04,East,SKU-402,308,45687.47,47322.02,15524.98,0.87,Rolling
1574,202608,CH04,West,SKU-101,240,42639.26,40879.79,14344.76,0.71,Rolling
1575,202608,CH04,West,SKU-102,290,86581.69,87905.3,28536.94,0.72,Rolling
1576,202608,CH04,West,SKU-103,262,40468.23,39470.84,13942.74,0.67,Rolling
1577,202608,CH04,West,SKU-201,280,30382.85,31681.59,10406.16,0.78,Rolling
1578,202608,CH04,West,SKU-202,250,55587.41,53226.68,18987.08,0.74,Rolling
1579,202608,CH04,West,SKU-203,269,38068.3,39537.37,12182.21,0.86,Rolling
1580,202608,CH04,West,SKU-301,284,43084.02,41314.49,14752.07,0.9,Rolling
1581,202608,CH04,West,SKU-302,246,22750.3,22402.03,7751.23,0.65,Rolling
1582,202608,CH04,West,SKU-303,301,61558.32,62571.94,20735.37,0.91,Rolling
1583,202608,CH04,West,SKU-401,275,98294.32,95061.64,34148.12,0.85,Rolling
1584,202608,CH04,West,SKU-402,241,31172.61,31579.18,10729.75,0.94,Rolling
1585,202608,CH05,North,SKU-101,268,55479.71,56496.8,18157.51,0.83,Rolling
1586,202608,CH05,North,SKU-102,277,75293.83,73381.95,26246.42,0.69,Rolling
1587,202608,CH05,North,SKU-103,254,39256.5,39664.05,12905.94,0.93,Rolling
1588,202608,CH05,North,SKU-201,297,30507.45,31125.22,10369.17,0.76,Rolling
1589,202608,CH05,North,SKU-202,266,56627.72,56390.67,19287.01,0.87,Rolling
1590,202608,CH05,North,SKU-203,284,40540.49,38539.89,13553.15,0.89,Rolling
1591,202608,CH05,North,SKU-301,276,43089.75,44843.27,14520.88,0.89,Rolling
1592,202608,CH05,North,SKU-302,273,23458.59,23612.11,8067.79,0.78,Rolling
1593,202608,CH05,North,SKU-303,312,65261.44,64733.02,21835.15,0.89,Rolling
1594,202608,CH05,North,SKU-401,260,91867.59,92132.11,31594.64,0.94,Rolling
1595,202608,CH05,North,SKU-402,235,33046.31,34651.71,11509.29,0.86,Rolling
1596,202608,CH05,South,SKU-101,271,50902.03,51335.32,17396.07,0.84,Rolling
1597,202608,CH05,South,SKU-102,281,84382.02,81375.83,27413.83,0.7,Rolling
1598,202608,CH05,South,SKU-103,294,47214.34,45956.41,15772.09,0.92,Rolling
1599,202608,CH05,South,SKU-201,274,27342.39,28491.99,9099.94,0.83,Rolling
