InventoryKey,DateKey,Hub_ID,SKU_Code,Opening_Stock_Units,Closing_Stock_Units,Days_of_Cover,Stock_Level_Status
1623,20260805,WH_CH_01,SKU-203,189,195,9.8,WARNING
1624,20260805,WH_CH_01,SKU-301,188,185,9.3,WARNING
1625,20260805,WH_CH_01,SKU-302,548,549,32.3,NORMAL
1626,20260805,WH_CH_01,SKU-303,899,917,39.9,NORMAL
1627,20260805,WH_CH_01,SKU-401,343,350,26.9,NORMAL
1628,20260805,WH_CH_01,SKU-402,602,611,32.2,NORMAL
1629,20260805,WH_CH_01,SKU-101,751,730,31.7,NORMAL
1630,20260805,WH_CH_01,SKU-102,460,479,21.8,NORMAL
1631,20260805,WH_CH_01,SKU-103,406,392,16.4,NORMAL
1632,20260805,WH_CH_01,SKU-201,158,160,7.7,WARNING
1633,20260805,WH_CH_01,SKU-202,564,538,24.5,NORMAL
1634,20260805,WH_CH_01,SKU-203,597,626,27.3,NORMAL
1635,20260805,WH_CH_01,SKU-301,316,327,14.9,NORMAL
1636,20260805,WH_CH_01,SKU-302,671,668,33.4,NORMAL
1637,20260805,WH_CH_01,SKU-303,140,134,7.4,WARNING
1638,20260805,WH_CH_01,SKU-401,228,224,10.7,WARNING
1639,20260805,WH_CH_01,SKU-402,1265,1317,43.9,NORMAL
1640,20260805,WH_CH_01,SKU-101,172,165,9.7,WARNING
1641,20260805,WH_CH_01,SKU-102,175,185,7.7,WARNING
1642,20260805,WH_CH_01,SKU-103,393,390,24.4,NORMAL
1643,20260805,WH_CH_01,SKU-201,323,314,13.1,WARNING
1644,20260805,WH_CH_01,SKU-202,676,648,36.0,NORMAL
1645,20260805,WH_CH_01,SKU-203,676,705,26.1,NORMAL
1646,20260805,WH_CH_01,SKU-301,466,449,14.5,NORMAL
1647,20260805,WH_CH_01,SKU-302,535,532,38.0,NORMAL
1648,20260805,WH_CH_01,SKU-303,558,557,39.8,NORMAL
1649,20260805,WH_CH_01,SKU-401,655,626,27.2,NORMAL
1650,20260805,WH_CH_01,SKU-402,233,243,13.6,WARNING
1651,20260805,WH_CH_01,SKU-101,369,355,16.1,NORMAL
1652,20260805,WH_CH_01,SKU-102,316,303,17.9,NORMAL
1653,20260805,WH_CH_01,SKU-103,946,979,36.3,NORMAL
1654,20260805,WH_CH_01,SKU-201,453,462,28.9,NORMAL
1655,20260805,WH_CH_01,SKU-202,165,164,7.8,WARNING
1656,20260805,WH_CH_01,SKU-203,658,633,31.7,NORMAL
1657,20260805,WH_CH_01,SKU-301,598,588,31.0,NORMAL
1658,20260805,WH_CH_01,SKU-302,371,385,19.3,NORMAL
1659,20260805,WH_CH_01,SKU-303,534,535,24.3,NORMAL
1660,20260805,WH_CH_01,SKU-401,169,162,8.1,WARNING
1661,20260805,WH_CH_01,SKU-402,314,328,14.3,NORMAL
1662,20260805,WH_CH_01,SKU-101,340,345,15.7,NORMAL
1663,20260805,WH_CH_01,SKU-102,685,661,31.5,NORMAL
1664,20260805,WH_CH_01,SKU-103,173,173,10.8,WARNING
1665,20260805,WH_CH_01,SKU-201,474,459,21.9,NORMAL
1666,20260805,WH_CH_01,SKU-202,594,594,42.4,NORMAL
1667,20260805,WH_CH_01,SKU-203,329,339,14.7,NORMAL
1668,20260805,WH_CH_01,SKU-301,250,243,22.1,NORMAL
1669,20260805,WH_CH_01,SKU-302,875,852,44.9,NORMAL
1670,20260805,WH_CH_01,SKU-303,211,210,9.5,WARNING
1671,20260805,WH_CH_01,SKU-401,593,596,33.1,NORMAL
1672,20260805,WH_CH_01,SKU-402,303,305,12.7,WARNING
1673,20260812,WH_CH_01,SKU-101,650,676,42.3,NORMAL
1674,20260812,WH_CH_01,SKU-102,454,459,28.7,NORMAL
1675,20260812,WH_CH_01,SKU-103,130,129,10.8,WARNING
1676,20260812,WH_CH_01,SKU-201,193,191,9.6,WARNING
1677,20260812,WH_CH_01,SKU-202,568,563,29.7,NORMAL
1678,20260812,WH_CH_01,SKU-203,473,462,28.9,NORMAL
1679,20260812,WH_CH_01,SKU-301,675,694,38.6,NORMAL
1680,20260812,WH_CH_01,SKU-302,784,792,41.7,NORMAL
1681,20260812,WH_CH_01,SKU-303,271,260,16.3,NORMAL
1682,20260812,WH_CH_01,SKU-401,373,362,20.1,NORMAL
1683,20260812,WH_CH_01,SKU-402,1065,1052,42.1,NORMAL
1684,20260812,WH_CH_01,SKU-101,385,381,14.7,NORMAL
1685,20260812,WH_CH_01,SKU-102,282,293,22.5,NORMAL
1686,20260812,WH_CH_01,SKU-103,263,253,11.0,WARNING
1687,20260812,WH_CH_01,SKU-201,1103,1098,42.2,NORMAL
1688,20260812,WH_CH_01,SKU-202,407,402,21.2,NORMAL
1689,20260812,WH_CH_01,SKU-203,597,610,26.6,NORMAL
1690,20260812,WH_CH_01,SKU-301,752,779,37.1,NORMAL
1691,20260812,WH_CH_01,SKU-302,325,330,18.3,NORMAL
1692,20260812,WH_CH_01,SKU-303,242,236,19.7,NORMAL
1693,20260812,WH_CH_01,SKU-401,142,142,9.5,WARNING
1694,20260812,WH_CH_01,SKU-402,782,800,38.1,NORMAL
1695,20260812,WH_CH_01,SKU-101,623,613,43.8,NORMAL
1696,20260812,WH_CH_01,SKU-102,222,229,25.5,NORMAL
1697,20260812,WH_CH_01,SKU-103,723,726,30.3,NORMAL
1698,20260812,WH_CH_01,SKU-201,539,547,34.2,NORMAL
1699,20260812,WH_CH_01,SKU-202,253,252,12.6,WARNING
1700,20260812,WH_CH_01,SKU-203,140,138,7.7,WARNING
1701,20260812,WH_CH_01,SKU-301,454,448,34.5,NORMAL
1702,20260812,WH_CH_01,SKU-302,747,732,27.1,NORMAL
1703,20260812,WH_CH_01,SKU-303,260,267,15.7,NORMAL
1704,20260812,WH_CH_01,SKU-401,705,676,37.6,NORMAL
1705,20260812,WH_CH_01,SKU-402,644,647,40.5,NORMAL
1706,20260812,WH_CH_01,SKU-101,453,459,23.0,NORMAL
1707,20260812,WH_CH_01,SKU-102,173,166,9.3,WARNING
1708,20260812,WH_CH_01,SKU-103,300,296,14.1,NORMAL
1709,20260812,WH_CH_01,SKU-201,300,307,11.8,WARNING
1710,20260812,WH_CH_01,SKU-202,476,491,32.8,NORMAL
1711,20260812,WH_CH_01,SKU-203,672,699,31.8,NORMAL
1712,20260812,WH_CH_01,SKU-301,413,421,20.0,NORMAL
1713,20260812,WH_CH_01,SKU-302,337,338,12.1,WARNING
1714,20260812,WH_CH_01,SKU-303,440,453,25.2,NORMAL
1715,20260812,WH_CH_01,SKU-401,691,700,31.8,NORMAL
1716,20260812,WH_CH_01,SKU-402,617,605,26.3,NORMAL
1717,20260812,WH_CH_01,SKU-101,257,264,13.9,WARNING
1718,20260812,WH_CH_01,SKU-102,698,686,38.2,NORMAL
1719,20260812,WH_CH_01,SKU-103,240,242,12.8,WARNING
1720,20260812,WH_CH_01,SKU-201,777,743,28.6,NORMAL
1721,20260812,WH_CH_01,SKU-202,776,752,34.2,NORMAL
1722,20260812,WH_CH_01,SKU-203,575,557,26.6,NORMAL
1723,20260812,WH_CH_01,SKU-301,908,899,30.0,NORMAL
1724,20260812,WH_CH_01,SKU-302,780,818,34.1,NORMAL
1725,20260812,WH_CH_01,SKU-303,785,807,42.5,NORMAL
1726,20260812,WH_CH_01,SKU-401,755,747,35.6,NORMAL
1727,20260812,WH_CH_01,SKU-402,860,866,36.1,NORMAL
1728,20260812,WH_CH_01,SKU-101,769,767,28.4,NORMAL
1729,20260812,WH_CH_01,SKU-102,479,476,26.5,NORMAL
1730,20260812,WH_CH_01,SKU-103,472,494,23.6,NORMAL
1731,20260812,WH_CH_01,SKU-201,824,816,31.4,NORMAL
1732,20260812,WH_CH_01,SKU-202,284,291,13.9,WARNING
1733,20260812,WH_CH_01,SKU-203,454,468,23.4,NORMAL
1734,20260812,WH_CH_01,SKU-301,288,300,23.1,NORMAL
1735,20260812,WH_CH_01,SKU-302,567,579,26.3,NORMAL
1736,20260812,WH_CH_01,SKU-303,671,642,23.0,NORMAL
1737,20260812,WH_CH_01,SKU-401,310,323,19.0,NORMAL
1738,20260812,WH_CH_01,SKU-402,567,572,30.1,NORMAL
1739,20260812,WH_CH_01,SKU-101,445,448,21.4,NORMAL
1740,20260812,WH_CH_01,SKU-102,785,809,31.1,NORMAL
1741,20260812,WH_CH_01,SKU-103,572,575,36.0,NORMAL
1742,20260812,WH_CH_01,SKU-201,222,218,12.2,WARNING
1743,20260812,WH_CH_01,SKU-202,1000,978,42.5,NORMAL
1744,20260812,WH_CH_01,SKU-203,353,371,21.9,NORMAL
1745,20260812,WH_CH_01,SKU-301,926,906,33.6,NORMAL
1746,20260812,WH_CH_01,SKU-302,846,864,34.6,NORMAL
1747,20260812,WH_CH_01,SKU-303,918,950,41.3,NORMAL
1748,20260812,WH_CH_01,SKU-401,635,620,36.5,NORMAL
1749,20260812,WH_CH_01,SKU-402,295,296,18.6,NORMAL
1750,20260812,WH_CH_01,SKU-101,638,643,32.2,NORMAL
1751,20260812,WH_CH_01,SKU-102,903,894,30.8,NORMAL
1752,20260812,WH_CH_01,SKU-103,343,355,20.9,NORMAL
1753,20260812,WH_CH_01,SKU-201,273,275,13.8,WARNING
1754,20260812,WH_CH_01,SKU-202,230,227,12.0,WARNING
1755,20260812,WH_CH_01,SKU-203,116,116,9.0,WARNING
1756,20260812,WH_CH_01,SKU-301,836,821,37.3,NORMAL
1757,20260812,WH_CH_01,SKU-302,87,84,7.7,WARNING
1758,20260812,WH_CH_01,SKU-303,315,324,19.1,NORMAL
1759,20260812,WH_CH_01,SKU-401,476,455,30.4,NORMAL
1760,20260812,WH_CH_01,SKU-402,180,175,8.3,WARNING
1761,20260819,WH_CH_01,SKU-101,506,483,24.2,NORMAL
1762,20260819,WH_CH_01,SKU-102,196,195,11.5,WARNING
1763,20260819,WH_CH_01,SKU-103,568,545,41.9,NORMAL
1764,20260819,WH_CH_01,SKU-201,138,138,10.7,WARNING
1765,20260819,WH_CH_01,SKU-202,1033,1003,40.1,NORMAL
1766,20260819,WH_CH_01,SKU-203,121,123,7.3,WARNING
1767,20260819,WH_CH_01,SKU-301,679,661,34.8,NORMAL
1768,20260819,WH_CH_01,SKU-302,763,760,33.1,NORMAL
1769,20260819,WH_CH_01,SKU-303,368,353,16.8,NORMAL
1770,20260819,WH_CH_01,SKU-401,230,239,14.1,NORMAL
1771,20260819,WH_CH_01,SKU-402,658,670,41.9,NORMAL
1772,20260819,WH_CH_01,SKU-101,363,349,20.6,NORMAL
1773,20260819,WH_CH_01,SKU-102,503,490,27.3,NORMAL
1774,20260819,WH_CH_01,SKU-103,255,245,11.7,WARNING
1775,20260819,WH_CH_01,SKU-201,925,917,38.2,NORMAL
1776,20260819,WH_CH_01,SKU-202,710,733,36.7,NORMAL
1777,20260819,WH_CH_01,SKU-203,816,857,37.3,NORMAL
1778,20260819,WH_CH_01,SKU-301,206,207,13.0,WARNING
1779,20260819,WH_CH_01,SKU-302,320,323,15.4,NORMAL
1780,20260819,WH_CH_01,SKU-303,280,274,19.6,NORMAL
1781,20260819,WH_CH_01,SKU-401,464,444,29.6,NORMAL
1782,20260819,WH_CH_01,SKU-402,629,605,27.5,NORMAL
1783,20260819,WH_CH_01,SKU-101,437,429,33.0,NORMAL
1784,20260819,WH_CH_01,SKU-102,379,373,20.8,NORMAL
1785,20260819,WH_CH_01,SKU-103,232,245,15.4,NORMAL
1786,20260819,WH_CH_01,SKU-201,415,405,20.3,NORMAL
1787,20260819,WH_CH_01,SKU-202,202,198,10.4,WARNING
1788,20260819,WH_CH_01,SKU-203,487,495,27.5,NORMAL
1789,20260819,WH_CH_01,SKU-301,536,532,29.6,NORMAL
1790,20260819,WH_CH_01,SKU-302,415,433,18.1,NORMAL
1791,20260819,WH_CH_01,SKU-303,752,741,43.6,NORMAL
1792,20260819,WH_CH_01,SKU-401,291,299,12.5,WARNING
1793,20260819,WH_CH_01,SKU-402,330,319,20.0,NORMAL
1794,20260819,WH_CH_01,SKU-101,343,330,14.4,NORMAL
1795,20260819,WH_CH_01,SKU-102,318,323,20.2,NORMAL
1796,20260819,WH_CH_01,SKU-103,223,234,12.3,WARNING
1797,20260819,WH_CH_01,SKU-201,645,629,33.1,NORMAL
1798,20260819,WH_CH_01,SKU-202,1070,1045,41.8,NORMAL
1799,20260819,WH_CH_01,SKU-203,790,753,26.0,NORMAL
1800,20260819,WH_CH_01,SKU-301,185,179,8.2,WARNING
1801,20260819,WH_CH_01,SKU-302,178,183,8.0,WARNING
1802,20260819,WH_CH_01,SKU-303,1125,1132,41.9,NORMAL
1803,20260819,WH_CH_01,SKU-401,413,428,14.8,NORMAL
1804,20260819,WH_CH_01,SKU-402,277,267,17.9,NORMAL
1805,20260819,WH_CH_01,SKU-101,842,841,42.1,NORMAL
1806,20260819,WH_CH_01,SKU-102,1056,1103,44.1,NORMAL
1807,20260819,WH_CH_01,SKU-103,324,328,14.3,NORMAL
1808,20260819,WH_CH_01,SKU-201,520,496,29.2,NORMAL
1809,20260819,WH_CH_01,SKU-202,172,179,8.5,WARNING
1810,20260819,WH_CH_01,SKU-203,721,718,27.6,NORMAL
1811,20260819,WH_CH_01,SKU-301,775,814,37.0,NORMAL
1812,20260819,WH_CH_01,SKU-302,757,727,25.1,NORMAL
1813,20260819,WH_CH_01,SKU-303,316,314,15.7,NORMAL
1814,20260819,WH_CH_01,SKU-401,260,253,19.5,NORMAL
1815,20260819,WH_CH_01,SKU-402,293,291,22.5,NORMAL
1816,20260819,WH_CH_01,SKU-101,498,521,32.6,NORMAL
1817,20260819,WH_CH_01,SKU-102,309,325,29.6,NORMAL
1818,20260819,WH_CH_01,SKU-103,222,218,10.0,WARNING
1819,20260819,WH_CH_01,SKU-201,656,637,30.3,NORMAL
1820,20260819,WH_CH_01,SKU-202,421,403,16.8,NORMAL
1821,20260819,WH_CH_01,SKU-203,962,996,38.3,NORMAL
1822,20260819,WH_CH_01,SKU-301,160,155,10.3,WARNING
1823,20260819,WH_CH_01,SKU-302,848,824,39.2,NORMAL
1824,20260819,WH_CH_01,SKU-303,456,447,34.4,NORMAL
1825,20260819,WH_CH_01,SKU-401,451,436,19.0,NORMAL
1826,20260819,WH_CH_01,SKU-402,219,212,7.9,WARNING
1827,20260819,WH_CH_01,SKU-101,359,363,20.2,NORMAL
1828,20260819,WH_CH_01,SKU-102,187,179,10.0,WARNING
1829,20260819,WH_CH_01,SKU-103,381,400,15.4,NORMAL
1830,20260819,WH_CH_01,SKU-201,355,339,26.1,NORMAL
1831,20260819,WH_CH_01,SKU-202,613,634,33.4,NORMAL
1832,20260819,WH_CH_01,SKU-203,510,489,17.5,NORMAL
1833,20260819,WH_CH_01,SKU-301,654,639,29.0,NORMAL
1834,20260819,WH_CH_01,SKU-302,655,651,43.5,NORMAL
1835,20260819,WH_CH_01,SKU-303,490,467,21.2,NORMAL
1836,20260819,WH_CH_01,SKU-401,721,720,32.7,NORMAL
1837,20260819,WH_CH_01,SKU-402,271,270,12.9,WARNING
1838,20260819,WH_CH_01,SKU-101,172,167,11.2,WARNING
1839,20260819,WH_CH_01,SKU-102,213,212,16.3,NORMAL
1840,20260819,WH_CH_01,SKU-103,696,721,27.8,NORMAL
1841,20260819,WH_CH_01,SKU-201,386,383,22.6,NORMAL
1842,20260819,WH_CH_01,SKU-202,723,752,44.3,NORMAL
1843,20260819,WH_CH_01,SKU-203,342,329,22.0,NORMAL
1844,20260819,WH_CH_01,SKU-301,161,166,7.6,WARNING
1845,20260819,WH_CH_01,SKU-302,647,660,38.8,NORMAL
1846,20260819,WH_CH_01,SKU-303,138,132,7.3,WARNING
1847,20260819,WH_CH_01,SKU-401,165,166,11.9,WARNING
1848,20260819,WH_CH_01,SKU-402,633,665,23.8,NORMAL
1849,20260826,WH_CH_01,SKU-101,803,806,33.6,NORMAL
1850,20260826,WH_CH_01,SKU-102,729,716,26.5,NORMAL
1851,20260826,WH_CH_01,SKU-103,364,380,19.0,NORMAL
1852,20260826,WH_CH_01,SKU-201,220,218,11.5,WARNING
1853,20260826,WH_CH_01,SKU-202,432,416,15.4,NORMAL
1854,20260826,WH_CH_01,SKU-203,526,517,22.5,NORMAL
1855,20260826,WH_CH_01,SKU-301,616,599,28.6,NORMAL
1856,20260826,WH_CH_01,SKU-302,750,759,44.7,NORMAL
1857,20260826,WH_CH_01,SKU-303,443,425,17.7,NORMAL
1858,20260826,WH_CH_01,SKU-401,599,618,30.9,NORMAL
1859,20260826,WH_CH_01,SKU-402,325,323,26.9,NORMAL
1860,20260826,WH_CH_01,SKU-101,352,343,16.3,NORMAL
1861,20260826,WH_CH_01,SKU-102,445,456,35.1,NORMAL
1862,20260826,WH_CH_01,SKU-103,516,525,26.3,NORMAL
1863,20260826,WH_CH_01,SKU-201,628,629,28.6,NORMAL
1864,20260826,WH_CH_01,SKU-202,983,975,40.6,NORMAL
1865,20260826,WH_CH_01,SKU-203,962,1000,40.0,NORMAL
1866,20260826,WH_CH_01,SKU-301,765,756,32.9,NORMAL
1867,20260826,WH_CH_01,SKU-302,264,263,17.5,NORMAL
1868,20260826,WH_CH_01,SKU-303,618,611,26.6,NORMAL
1869,20260826,WH_CH_01,SKU-401,221,221,11.1,WARNING
1870,20260826,WH_CH_01,SKU-402,146,146,8.2,WARNING
1871,20260826,WH_CH_01,SKU-101,655,627,29.9,NORMAL
1872,20260826,WH_CH_01,SKU-102,308,310,12.9,WARNING
1873,20260826,WH_CH_01,SKU-103,346,347,15.8,NORMAL
1874,20260826,WH_CH_01,SKU-201,518,533,24.3,NORMAL
1875,20260826,WH_CH_01,SKU-202,517,530,26.5,NORMAL
1876,20260826,WH_CH_01,SKU-203,113,113,7.1,WARNING
1877,20260826,WH_CH_01,SKU-301,146,153,8.5,WARNING
1878,20260826,WH_CH_01,SKU-302,178,184,7.1,WARNING
1879,20260826,WH_CH_01,SKU-303,491,472,26.3,NORMAL
1880,20260826,WH_CH_01,SKU-401,218,214,14.3,NORMAL
1881,20260826,WH_CH_01,SKU-402,747,737,33.5,NORMAL
1882,20260826,WH_CH_01,SKU-101,539,559,23.3,NORMAL
1883,20260826,WH_CH_01,SKU-102,645,632,33.3,NORMAL
1884,20260826,WH_CH_01,SKU-103,371,356,21.0,NORMAL
1885,20260826,WH_CH_01,SKU-201,664,639,35.5,NORMAL
1886,20260826,WH_CH_01,SKU-202,435,443,23.3,NORMAL
1887,20260826,WH_CH_01,SKU-203,552,575,41.1,NORMAL
1888,20260826,WH_CH_01,SKU-301,825,824,41.2,NORMAL
1889,20260826,WH_CH_01,SKU-302,273,266,12.7,WARNING
1890,20260826,WH_CH_01,SKU-303,245,253,11.0,WARNING
1891,20260826,WH_CH_01,SKU-401,986,940,37.6,NORMAL
1892,20260826,WH_CH_01,SKU-402,492,489,18.8,NORMAL
1893,20260826,WH_CH_01,SKU-101,765,798,36.3,NORMAL
1894,20260826,WH_CH_01,SKU-102,644,622,25.9,NORMAL
1895,20260826,WH_CH_01,SKU-103,175,169,13.1,WARNING
1896,20260826,WH_CH_01,SKU-201,356,364,14.0,NORMAL
1897,20260826,WH_CH_01,SKU-202,713,734,36.7,NORMAL
1898,20260826,WH_CH_01,SKU-203,184,181,13.0,WARNING
1899,20260826,WH_CH_01,SKU-301,206,197,9.4,WARNING
1900,20260826,WH_CH_01,SKU-302,213,223,10.2,WARNING
1901,20260826,WH_CH_01,SKU-303,596,590,28.1,NORMAL
1902,20260826,WH_CH_01,SKU-401,145,140,7.8,WARNING
1903,20260826,WH_CH_01,SKU-402,636,645,43.1,NORMAL
1904,20260826,WH_CH_01,SKU-101,414,427,18.6,NORMAL
1905,20260826,WH_CH_01,SKU-102,466,444,17.8,NORMAL
1906,20260826,WH_CH_01,SKU-103,792,803,44.6,NORMAL
1907,20260826,WH_CH_01,SKU-201,329,339,18.9,NORMAL
1908,20260826,WH_CH_01,SKU-202,161,164,8.6,WARNING
1909,20260826,WH_CH_01,SKU-203,560,573,31.9,NORMAL
1910,20260826,WH_CH_01,SKU-301,312,320,15.3,NORMAL
1911,20260826,WH_CH_01,SKU-302,464,457,30.5,NORMAL
1912,20260826,WH_CH_01,SKU-303,635,664,44.3,NORMAL
1913,20260826,WH_CH_01,SKU-401,178,174,8.7,WARNING
1914,20260826,WH_CH_01,SKU-402,1397,1415,38.2,NORMAL
1915,20260826,WH_CH_01,SKU-101,136,136,9.7,WARNING
1916,20260826,WH_CH_01,SKU-102,284,289,14.5,NORMAL
1917,20260826,WH_CH_01,SKU-103,220,218,14.6,NORMAL
1918,20260826,WH_CH_01,SKU-201,464,468,27.5,NORMAL
1919,20260826,WH_CH_01,SKU-202,859,840,38.2,NORMAL
1920,20260826,WH_CH_01,SKU-203,771,769,38.5,NORMAL
1921,20260826,WH_CH_01,SKU-301,245,245,20.5,NORMAL
1922,20260826,WH_CH_01,SKU-302,729,717,32.6,NORMAL
1923,20260826,WH_CH_01,SKU-303,398,402,31.0,NORMAL
1924,20260826,WH_CH_01,SKU-401,343,342,14.3,NORMAL
1925,20260826,WH_CH_01,SKU-402,429,450,22.5,NORMAL
1926,20260826,WH_CH_01,SKU-101,239,231,28.9,NORMAL
1927,20260826,WH_CH_01,SKU-102,596,576,33.9,NORMAL
1928,20260826,WH_CH_01,SKU-103,174,182,13.0,WARNING
1929,20260826,WH_CH_01,SKU-201,270,281,14.8,NORMAL
1930,20260826,WH_CH_01,SKU-202,445,438,19.1,NORMAL
1931,20260826,WH_CH_01,SKU-203,339,330,18.4,NORMAL
1932,20260826,WH_CH_01,SKU-301,136,133,7.9,WARNING
1933,20260826,WH_CH_01,SKU-302,326,334,15.2,NORMAL
1934,20260826,WH_CH_01,SKU-303,372,365,17.4,NORMAL
1935,20260826,WH_CH_01,SKU-401,599,594,22.9,NORMAL
1936,20260826,WH_CH_01,SKU-402,301,315,15.0,NORMAL
1937,20260902,WH_CH_01,SKU-101,269,274,13.1,WARNING
1938,20260902,WH_CH_01,SKU-102,260,259,14.4,NORMAL
1939,20260902,WH_CH_01,SKU-103,862,842,38.3,NORMAL
1940,20260902,WH_CH_01,SKU-201,201,198,8.6,WARNING
1941,20260902,WH_CH_01,SKU-202,1124,1119,38.6,NORMAL
1942,20260902,WH_CH_01,SKU-203,588,578,34.1,NORMAL
1943,20260902,WH_CH_01,SKU-301,265,255,8.5,WARNING
1944,20260902,WH_CH_01,SKU-302,590,602,40.2,NORMAL
1945,20260902,WH_CH_01,SKU-303,889,929,37.2,NORMAL
1946,20260902,WH_CH_01,SKU-401,574,564,25.7,NORMAL
1947,20260902,WH_CH_01,SKU-402,1211,1218,43.5,NORMAL
1948,20260902,WH_CH_01,SKU-101,849,889,44.5,NORMAL
1949,20260902,WH_CH_01,SKU-102,406,390,21.7,NORMAL
1950,20260902,WH_CH_01,SKU-103,429,415,23.1,NORMAL
1951,20260902,WH_CH_01,SKU-201,477,481,24.1,NORMAL
1952,20260902,WH_CH_01,SKU-202,235,239,14.1,NORMAL
1953,20260902,WH_CH_01,SKU-203,785,749,34.1,NORMAL
1954,20260902,WH_CH_01,SKU-301,235,238,13.2,WARNING
1955,20260902,WH_CH_01,SKU-302,316,320,13.9,WARNING
1956,20260902,WH_CH_01,SKU-303,1127,1084,43.4,NORMAL
1957,20260902,WH_CH_01,SKU-401,332,332,22.2,NORMAL
1958,20260902,WH_CH_01,SKU-402,223,234,11.7,WARNING
1959,20260902,WH_CH_01,SKU-101,150,145,10.4,WARNING
1960,20260902,WH_CH_01,SKU-102,566,574,18.5,NORMAL
1961,20260902,WH_CH_01,SKU-103,546,523,26.2,NORMAL
1962,20260902,WH_CH_01,SKU-201,636,610,33.9,NORMAL
1963,20260902,WH_CH_01,SKU-202,802,817,35.5,NORMAL
1964,20260902,WH_CH_01,SKU-203,739,717,35.9,NORMAL
1965,20260902,WH_CH_01,SKU-301,663,682,37.9,NORMAL
1966,20260902,WH_CH_01,SKU-302,243,242,10.5,WARNING
1967,20260902,WH_CH_01,SKU-303,1036,1036,38.4,NORMAL
1968,20260902,WH_CH_01,SKU-401,451,463,18.5,NORMAL
1969,20260902,WH_CH_01,SKU-402,332,320,13.9,WARNING
1970,20260902,WH_CH_01,SKU-101,235,248,17.8,NORMAL
1971,20260902,WH_CH_01,SKU-102,179,178,10.5,WARNING
1972,20260902,WH_CH_01,SKU-103,620,607,33.8,NORMAL
1973,20260902,WH_CH_01,SKU-201,1140,1095,43.8,NORMAL
1974,20260902,WH_CH_01,SKU-202,152,149,7.1,WARNING
1975,20260902,WH_CH_01,SKU-203,690,671,37.3,NORMAL
1976,20260902,WH_CH_01,SKU-301,446,465,29.1,NORMAL
1977,20260902,WH_CH_01,SKU-302,539,524,26.2,NORMAL
1978,20260902,WH_CH_01,SKU-303,602,594,19.8,NORMAL
1979,20260902,WH_CH_01,SKU-401,582,603,22.3,NORMAL
1980,20260902,WH_CH_01,SKU-402,849,857,42.9,NORMAL
1981,20260902,WH_CH_01,SKU-101,410,403,19.2,NORMAL
1982,20260902,WH_CH_01,SKU-102,317,317,13.2,WARNING
1983,20260902,WH_CH_01,SKU-103,791,791,44.0,NORMAL
1984,20260902,WH_CH_01,SKU-201,1142,1110,42.7,NORMAL
1985,20260902,WH_CH_01,SKU-202,641,636,25.5,NORMAL
1986,20260902,WH_CH_01,SKU-203,420,408,14.1,NORMAL
1987,20260902,WH_CH_01,SKU-301,764,797,38.0,NORMAL
1988,20260902,WH_CH_01,SKU-302,883,902,43.0,NORMAL
1989,20260902,WH_CH_01,SKU-303,205,202,12.7,WARNING
1990,20260902,WH_CH_01,SKU-401,512,517,30.4,NORMAL
1991,20260902,WH_CH_01,SKU-402,759,765,21.9,NORMAL
1992,20260902,WH_CH_01,SKU-101,245,235,10.7,WARNING
1993,20260902,WH_CH_01,SKU-102,442,455,24.0,NORMAL
1994,20260902,WH_CH_01,SKU-103,167,173,13.3,WARNING
1995,20260902,WH_CH_01,SKU-201,557,587,30.9,NORMAL
1996,20260902,WH_CH_01,SKU-202,997,1032,32.3,NORMAL
1997,20260902,WH_CH_01,SKU-203,483,484,19.4,NORMAL
1998,20260902,WH_CH_01,SKU-301,226,228,10.9,WARNING
1999,20260902,WH_CH_01,SKU-302,228,236,11.2,WARNING
2000,20260902,WH_CH_01,SKU-303,553,556,34.8,NORMAL
2001,20260902,WH_CH_01,SKU-401,188,184,13.2,WARNING
2002,20260902,WH_CH_01,SKU-402,486,500,33.3,NORMAL
2003,20260902,WH_CH_01,SKU-101,108,108,9.1,WARNING
2004,20260902,WH_CH_01,SKU-102,639,613,25.6,NORMAL
2005,20260902,WH_CH_01,SKU-103,493,476,31.8,NORMAL
2006,20260902,WH_CH_01,SKU-201,162,156,12.0,WARNING
2007,20260902,WH_CH_01,SKU-202,332,345,18.2,NORMAL
2008,20260902,WH_CH_01,SKU-203,657,665,39.1,NORMAL
2009,20260902,WH_CH_01,SKU-301,921,900,33.4,NORMAL
2010,20260902,WH_CH_01,SKU-302,337,354,20.9,NORMAL
2011,20260902,WH_CH_01,SKU-303,355,371,16.2,NORMAL
2012,20260902,WH_CH_01,SKU-401,811,789,32.9,NORMAL
2013,20260902,WH_CH_01,SKU-402,703,707,37.2,NORMAL
2014,20260902,WH_CH_01,SKU-101,368,381,15.2,NORMAL
2015,20260902,WH_CH_01,SKU-102,513,514,22.4,NORMAL
2016,20260902,WH_CH_01,SKU-103,438,448,21.4,NORMAL
2017,20260902,WH_CH_01,SKU-201,241,244,13.6,WARNING
2018,20260902,WH_CH_01,SKU-202,773,808,44.9,NORMAL
2019,20260902,WH_CH_01,SKU-203,890,855,38.9,NORMAL
2020,20260902,WH_CH_01,SKU-301,301,313,16.5,NORMAL
2021,20260902,WH_CH_01,SKU-302,370,375,22.1,NORMAL
